	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
105	b_cells	HLA-DPA1	0.25	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
106	pDC	HLA-DQB1	0.30434782608695654	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
107	b_cells	HLA-DQB1	0.2765957446808511	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
108	b_cells	HLA-DQA1	0.22448979591836735	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
109	pDC	HLA-DPA1	0.36363636363636365	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
110	DC	HLA-DPA1	0.22448979591836735	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
111	pDC	HLA-DPB1	0.30434782608695654	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
112	cd14-_monocytes	HLA-DQA1	0.17647058823529413	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
113	DC	HLA-DRB1	0.22448979591836735	30	30	30	5	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
114	cd14+_monocytes	VOPP1	0.3114754098360656	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
115	b_cells	HLA-DOA	0.5686274509803921	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
116	cd14-_monocytes	HLA-DQB1	0.2903225806451613	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
117	b_cells	HLA-DPB1	0.5384615384615384	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
118	cd8+_tcells	NIBAN1	0.7391304347826086	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
119	cd4+_tcells	NIBAN1	0.10869565217391304	40	11	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
120	DC	HLA-DQB1	0.5384615384615384	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
121	cd4+_tcells	ID2	0.3114754098360656	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
122	b_cells	HLA-DPA1	0.6	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
123	DC	HLA-DPB1	0.5384615384615384	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
124	pDC	HLA-DQB1	0.5094339622641509	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
125	b_cells	HLA-DQA1	0.5384615384615384	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
126	DC	HLA-DPA1	0.5686274509803921	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
127	cd14+_monocytes	HLA-DQA1	0.3793103448275862	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
128	b_cells	HLA-DQB1	0.48148148148148145	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
129	pDC	HLA-DOA	0.7021276595744681	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
130	pDC	HLA-DPB1	0.7777777777777778	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
131	cd14-_monocytes	HLA-DQA1	0.42857142857142855	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
132	DC	HLA-DQA1	0.48148148148148145	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
133	DC	HLA-DRB1	0.5094339622641509	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
134	b_cells	HLA-DPB1	0.23076923076923078	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
135	b_cells	HLA-DPA1	0.25	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
136	pDC	HLA-DQB1	0.3333333333333333	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
137	b_cells	HLA-DQB1	0.2698412698412698	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
138	b_cells	HLA-DQA1	0.23076923076923078	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
139	pDC	HLA-DPB1	0.3793103448275862	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
140	cd14-_monocytes	HLA-DQA1	0.19402985074626866	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
141	DC	HLA-DRB1	0.23076923076923078	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
142	cd14+_monocytes	CPVL	0.3559322033898305	40	40	40	5	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
143	nk_cells	IFITM2	0.2698412698412698	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
144	cd14-_monocytes	S100A9	0.1267605633802817	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
145	b_cells	HLA-DPB1	0.19402985074626866	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
146	b_cells	HLA-DPA1	0.23076923076923078	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
147	pDC	HLA-DQB1	0.2698412698412698	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
148	b_cells	HLA-DQB1	0.23076923076923078	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
149	b_cells	HLA-DQA1	0.19402985074626866	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
150	pDC	HLA-DPB1	0.3333333333333333	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
151	cd14-_monocytes	HLA-DQA1	0.14285714285714285	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
152	pDC	HLA-DQA1	0.3559322033898305	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
153	DC	HLA-DRB1	0.21212121212121213	40	40	40	5	bd-rhap-rep2-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
154	DC	HLA-DRB1	0.4925373134328358	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
155	cd14-_monocytes	S100A9	0.4492753623188406	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
156	cd14+_monocytes	VOPP1	0.3333333333333333	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
157	b_cells	HLA-DOA	0.5384615384615384	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
158	b_cells	HLA-DPB1	0.5384615384615384	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
159	b_cells	HLA-DPA1	0.5384615384615384	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
160	cd4+_tcells	NIBAN1	0.10909090909090909	50	11	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
161	pDC	HLA-DQB1	0.4925373134328358	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
162	b_cells	HLA-DQA1	0.4925373134328358	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
163	DC	HLA-DPB1	0.5873015873015873	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
164	DC	HLA-DPA1	0.5625	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
165	b_cells	HLA-DQB1	0.47058823529411764	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
166	pDC	HLA-DOA	0.6949152542372882	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
167	pDC	HLA-DPB1	0.7241379310344828	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
168	DC	HLA-DQB1	0.5625	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
169	cd4+_tcells	VOPP1	0.6129032258064516	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
170	cd14-_monocytes	HLA-DQA1	0.42857142857142855	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
171	DC	HLA-DQA1	0.5151515151515151	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs bd-rhap-rep2-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv
172	cd14-_monocytes	S100A9	0.19047619047619047	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
173	b_cells	HLA-DPB1	0.20481927710843373	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
174	pDC	HLA-DQB1	0.26582278481012656	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
175	b_cells	HLA-DQB1	0.25	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
176	b_cells	HLA-DQA1	0.19047619047619047	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
177	DC	HLA-DPB1	0.17647058823529413	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
178	pDC	HLA-DPB1	0.3333333333333333	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
179	cd14-_monocytes	HLA-DQA1	0.20481927710843373	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
180	DC	HLA-DRB1	0.21951219512195122	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
181	cd14-_monocytes	MNDA	0.2345679012345679	50	50	50	5	bd-rhap-rep1-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep1-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
182	nk_cells	IFITM2	0.25	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
183	cd14-_monocytes	S100A9	0.12359550561797752	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
184	b_cells	HLA-DPB1	0.19047619047619047	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
185	pDC	HLA-DQB1	0.21951219512195122	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
186	b_cells	HLA-DQB1	0.17647058823529413	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
187	b_cells	HLA-DQA1	0.14942528735632185	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
188	DC	HLA-DPB1	0.16279069767441862	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
189	cd8+_tcells	IFITM2	0.2345679012345679	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
190	pDC	HLA-DPB1	0.28205128205128205	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
191	cd14-_monocytes	HLA-DQA1	0.12359550561797752	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
192	pDC	HLA-DQA1	0.3333333333333333	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
193	DC	HLA-DRB1	0.19047619047619047	50	50	50	5	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
194	cd14+_monocytes	VOPP1	0.25	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
195	b_cells	HLA-DOA	0.6666666666666666	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
196	cd14-_monocytes	HLA-DQB1	0.42857142857142855	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
197	cd8+_tcells	NIBAN1	0.5384615384615384	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
198	cd4+_tcells	NIBAN1	0.05263157894736842	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
199	nk_cells	VOPP1	0.42857142857142855	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
200	pDC	HLA-DPA1	0.8181818181818182	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
201	cd14-_monocytes	VOPP1	0.3333333333333333	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
202	DC	HLA-DQB1	0.8181818181818182	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
203	cd14+_monocytes	UVRAG	0.6666666666666666	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
204	cd4+_tcells	SELL	0.3333333333333333	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
205	DC	HLA-DRA	0.6666666666666666	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
206	DC	CD74	0.6666666666666666	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
207	b_cells	HLA-DPA1	0.5384615384615384	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
208	DC	HLA-DPB1	0.6666666666666666	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
209	pDC	FCER1A	0.25	10	10	10	10	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
